"","Year","Month","Day","Hour","Temperature","Pressure","Sky_Cover","Wind_Speed","Rainfall"
"35",2024,1,2,11,"16.2",1020.9,5,2.9,0
"36",2024,1,2,12,"17.2",1019.9,5,1.7,0
"37",2024,1,2,13,"17.2",1019.2,8,3.6,0
"38",2024,1,2,14,"17.1",1018.6,6,4.1,0
"39",2024,1,2,15,"16.0",1018.6,5,4.3,0
"40",2024,1,2,16,"15.6",1018.7,5,5.7,0
"41",2024,1,2,17,"14.3",1018.5,3,3.6,0
"42",2024,1,2,18,"13.9",1018.7,2,3.7,0
"43",2024,1,2,19,"13.9",1019.2,0,4.1,0
"44",2024,1,2,20,"13.9",1019,3,3.5,0
"45",2024,1,2,21,"13.9",1019.3,3,3.1,0
"46",2024,1,2,22,"13.9",1019.6,3,3.1,0
"47",2024,1,2,23,"12.7",1019.2,5,0.2,0
"48",2024,1,2,24,"11.8",1019.2,5,1.6,0
"49",2024,1,3,1,"12.2",1018.6,8,2.6,0
"50",2024,1,3,2,"11.6",1017.9,8,1.6,3
"51",2024,1,3,3,"11.3",1017,9,2.7,15
"52",2024,1,3,4,"11.1",1016.4,10,2.1,15
"53",2024,1,3,5,"11.7",1015.8,10,2.5,0
"54",2024,1,3,6,"12.2",1015.2,10,1.7,0
"55",2024,1,3,7,"12.2",1015.4,10,3.1,0
"56",2024,1,3,8,"12.4",1015.5,9,2.2,0
"57",2024,1,3,9,"14.0",1015.4,8,4.6,0
"58",2024,1,3,10,"14.4",1015.7,8,4.6,0
"59",2024,1,3,11,"14.5",1014.8,5,3.5,0
"60",2024,1,3,12,"15.1",1013.8,5,7.1,0
"61",2024,1,3,13,"16.1",1013,5,9.8,0
"62",2024,1,3,14,"16.1",1012.3,4,9.2,0
"63",2024,1,3,15,"16.0",1012.3,3,9.1,0
"64",2024,1,3,16,"15.6",1012.3,5,11.3,0
"65",2024,1,3,17,"15.0",1012.6,4,4.1,0
"66",2024,1,3,18,"14.9",1012.8,3,0.5,0
"67",2024,1,3,19,"14.4",1013.1,3,4.1,0
"68",2024,1,3,20,"13.2",1013.4,3,3.4,0
"69",2024,1,3,21,"12.9",1013.8,3,5.9,0
"70",2024,1,3,22,"13.3",1014.2,3,7.2,18
"71",2024,1,3,23,"13.4",1014.2,3,8.6,0
"72",2024,1,3,24,"13.8",1014.2,3,6.5,0
"73",2024,1,4,1,"12.8",1014.8,3,4.6,0
"74",2024,1,4,2,"13.2",1015,3,5,0
"75",2024,1,4,3,"12.1",1015,3,7.1,0
"76",2024,1,4,4,"11.7",1014.9,3,2.6,0
"77",2024,1,4,5,"12.2",1015.2,3,5.2,0
"78",2024,1,4,6,"12.2",1015.6,3,6.3,0
"79",2024,1,4,7,"12.2",1016.4,3,7.2,0
"80",2024,1,4,8,"12.9",1016.6,5,4.2,0
"81",2024,1,4,9,"13.9",1017,6,5.1,0
"82",2024,1,4,10,"13.9",1017.1,8,5.1,0
"83",2024,1,4,11,"15.1",1017.7,6,3.5,0
"84",2024,1,4,12,"15.8",1017.4,5,3.5,0
"85",2024,1,4,13,"17.2",1016.6,5,6.2,0
"86",2024,1,4,14,"17.8",1016,4,4.8,0
"87",2024,1,4,15,"17.8",1015.7,3,5.7,0
"88",2024,1,4,16,"17.8",1015.8,3,2.1,0
"89",2024,1,4,17,"16.6",1016.4,0,2.3,0
"90",2024,1,4,18,"16.0",1016.8,0,3.4,0
"91",2024,1,4,19,"15.0",1016.9,0,2.1,0
"92",2024,1,4,20,"14.3",1017,0,3.1,0
"93",2024,1,4,21,"13.2",1017.5,0,3,0
"94",2024,1,4,22,"12.2",1018,0,2.6,0
"95",2024,1,4,23,"11.3",1017.9,0,2.3,0
"96",2024,1,4,24,"12.4",1017.7,0,3.9,0
"97",2024,1,5,1,"9.4",1017.4,3,2.1,0
"98",2024,1,5,2,"8.8",1017.2,3,2.5,0
"99",2024,1,5,3,"8.4",1017.1,3,1.5,0
"100",2024,1,5,4,"8.9",1017.1,3,1.5,0
"101",2024,1,5,5,"9.3",1017.1,3,0.3,0
"102",2024,1,5,6,"8.5",1017.1,5,2.5,0
"103",2024,1,5,7,"10.0",1017.9,8,2.1,0
"104",2024,1,5,8,"10.2",1018.5,8,2.7,0
"105",2024,1,5,9,"12.0",1018.7,8,3,0
"106",2024,1,5,10,"13.9",1019.2,8,2.1,0
"107",2024,1,5,11,"16.2",1018.7,6,1.6,0
"108",2024,1,5,12,"16.8",1017.4,4,2.5,0
"109",2024,1,5,13,"17.8",1016.1,3,2.1,0
"110",2024,1,5,14,"17.6",1015.8,0,2.5,0
"111",2024,1,5,15,"16.0",1015.7,0,5.7,0
"112",2024,1,5,16,"15.6",1016,3,5.7,0
"113",2024,1,5,17,"13.9",1015.7,3,3.7,0
"114",2024,1,5,18,"13.8",1016.1,2,4.1,0
"115",2024,1,5,19,"13.3",1016.5,0,4.1,0
"116",2024,1,5,20,"13.4",1017,0,4.4,0
"117",2024,1,5,21,"13.9",1017.1,0,2.5,0
"118",2024,1,5,22,"13.9",1017,0,1.5,0
"119",2024,1,5,23,"11.1",1017.4,0,2,0
"120",2024,1,5,24,"10.8",1017.2,0,1.6,0
"121",2024,1,6,1,"8.9",1017,0,2.6,0
"122",2024,1,6,2,"9.7",1017.1,0,2,0
"123",2024,1,6,3,"7.3",1016.9,0,1.3,0
"124",2024,1,6,4,"8.3",1016.9,0,0,0
"125",2024,1,6,5,"7.8",1017.3,0,0.2,0
"126",2024,1,6,6,"7.8",1017.8,0,2,0
"127",2024,1,6,7,"7.8",1018.1,3,1.5,0
"128",2024,1,6,8,"9.2",1018.3,3,1.7,0
"129",2024,1,6,9,"11.4",1018.5,3,3.6,0
"130",2024,1,6,10,"13.3",1018.4,3,3.6,0
"131",2024,1,6,11,"15.1",1017.7,3,1.9,0
"132",2024,1,6,12,"16.1",1016.9,5,0.5,0
"133",2024,1,6,13,"16.1",1015.7,8,4.6,0
"134",2024,1,6,14,"15.6",1014.7,8,4.5,0
"135",2024,1,6,15,"15.5",1014.4,8,4,0
"136",2024,1,6,16,"15.0",1013.7,8,3.6,0
"137",2024,1,6,17,"14.4",1013.5,8,4.4,0
"138",2024,1,6,18,"14.4",1013.4,8,3.2,0
"139",2024,1,6,19,"13.9",1013,8,3.6,0
"140",2024,1,6,20,"13.9",1012.5,6,3.7,0
"141",2024,1,6,21,"13.9",1011.8,5,5.1,0
"142",2024,1,6,22,"13.9",1011.4,5,9.3,0
"143",2024,1,6,23,"13.9",1010.5,5,11.2,0
"144",2024,1,6,24,"13.8",1009.6,6,11.5,0
"145",2024,1,7,1,"12.8",1008.2,8,12.9,0
"146",2024,1,7,2,"12.7",1007.8,4,12.8,0
"147",2024,1,7,3,"12.1",1007.9,2,4.4,0
"148",2024,1,7,4,"11.7",1008.4,0,2.6,0
"149",2024,1,7,5,"11.1",1008.9,0,6.1,0
"150",2024,1,7,6,"11.0",1009.2,0,8.1,0
"151",2024,1,7,7,"10.0",1010.5,5,3.1,0
"152",2024,1,7,8,"10.7",1011.2,5,6.6,0
"153",2024,1,7,9,"11.2",1011.4,5,9.3,0
"154",2024,1,7,10,"12.2",1012,5,9.3,0
"155",2024,1,7,11,"12.9",1011.3,3,9.9,0
"156",2024,1,7,12,"14.0",1010.9,3,6.6,0
"157",2024,1,7,13,"14.4",1010.5,5,6.2,0
"158",2024,1,7,14,"14.4",1010.3,4,7.3,0
"159",2024,1,7,15,"14.3",1010.6,3,4.8,0
"160",2024,1,7,16,"13.3",1010.9,3,6.2,0
"161",2024,1,7,17,"12.1",1011.5,3,5.3,0
"162",2024,1,7,18,"11.0",1012.1,2,7.3,0
"163",2024,1,7,19,"10.6",1012.7,0,7.7,0
"164",2024,1,7,20,"10.6",1013.4,0,9,0
"165",2024,1,7,21,"10.6",1013.6,0,9.8,0
"166",2024,1,7,22,"10.6",1013.6,0,6.2,0
"167",2024,1,7,23,"10.5",1014.3,0,4.7,0
"168",2024,1,7,24,"9.4",1014.5,0,2,0
"169",2024,1,8,1,"9.4",1014.4,0,5.7,0
"170",2024,1,8,2,"9.4",1014.7,0,5.8,0
"171",2024,1,8,3,"9.3",1015.3,0,3,0
"172",2024,1,8,4,"8.9",1016.1,0,2.1,0
"173",2024,1,8,5,"9.4",1016.8,0,4.3,0
"174",2024,1,8,6,"9.3",1018.5,0,5,0
"175",2024,1,8,7,"8.3",1019.1,0,0,0
"176",2024,1,8,8,"9.6",1020.1,0,1.5,0
"177",2024,1,8,9,"11.3",1020.9,0,1.3,0
"178",2024,1,8,10,"12.8",1021.8,0,0,0
"179",2024,1,8,11,"14.0",1021.6,0,1.3,0
"180",2024,1,8,12,"14.5",1020.7,0,0.4,0
"181",2024,1,8,13,"15.0",1020,0,3.6,0
"182",2024,1,8,14,"14.9",1019.9,3,5.7,0
"183",2024,1,8,15,"13.9",1020.1,3,5.6,0
"184",2024,1,8,16,"13.9",1020.3,3,5.1,0
"185",2024,1,8,17,"12.8",1020.4,2,4.4,0
"186",2024,1,8,18,"12.8",1020.9,0,2.7,0
"187",2024,1,8,19,"12.8",1021.2,0,3.1,0
"188",2024,1,8,20,"11.1",1021.6,0,2.7,0
"189",2024,1,8,21,"11.0",1022.2,0,0.2,0
"190",2024,1,8,22,"10.6",1022.6,0,2.1,0
"191",2024,1,8,23,"10.0",1022.4,0,2.5,0
"192",2024,1,8,24,"9.7",1022.1,0,2,0
"193",2024,1,9,1,"7.2",1021.8,0,1.5,0
"194",2024,1,9,2,"7.8",1022.1,0,1.3,0
"195",2024,1,9,3,"7.7",1021.8,3,0.2,0
"196",2024,1,9,4,"6.7",1021.2,3,2.1,0
"197",2024,1,9,5,"7.2",1020.6,3,1.3,0
"198",2024,1,9,6,"7.1",1020.8,3,0.2,0
"199",2024,1,9,7,"6.7",1021.2,3,2.1,0
"200",2024,1,9,8,"8.1",1021.2,3,2.6,0
"201",2024,1,9,9,"10.9",1021.2,3,2.5,0
"202",2024,1,9,10,"12.8",1021,5,1.5,0
"203",2024,1,9,11,"14.5",1019.9,3,1.8,0
"204",2024,1,9,12,"15.6",1018.4,3,2.1,0
"205",2024,1,9,13,"15.6",1017.6,3,2.1,0
"206",2024,1,9,14,"15.5",1016.4,5,4.1,0
"207",2024,1,9,15,"14.9",1015.8,6,4.2,0
"208",2024,1,9,16,"13.9",1015.8,8,5.1,0
"209",2024,1,9,17,"13.2",1015.1,4,3.7,0
"210",2024,1,9,18,"12.1",1014.8,2,4,0
"211",2024,1,9,19,"11.7",1014.7,0,3.1,0
"212",2024,1,9,20,"12.2",1014.3,0,2.5,0
"213",2024,1,9,21,"12.1",1014.6,0,1.9,0
"214",2024,1,9,22,"11.1",1014.5,0,0,0
"215",2024,1,9,23,"9.5",1014.6,3,2.1,NA
"216",2024,1,9,24,"9.7",1013.9,3,2.1,NA
"217",2024,1,10,1,"7.8",1013.7,3,2.1,NA
"218",2024,1,10,2,"7.7",1013.7,3,0.2,NA
"219",2024,1,10,3,"6.8",1013.3,3,2.2,NA
"220",2024,1,10,4,"7.8",1012.9,3,2.6,NA
"221",2024,1,10,5,"7.7",1013,3,2.7,NA
"222",2024,1,10,6,"6.9",1013,5,3,NA
"223",2024,1,10,7,"8.3",1013.4,5,2.1,NA
"224",2024,1,10,8,"8.6",1013.7,5,2.2,NA
"225",2024,1,10,9,"11.4",1013.9,5,2.6,NA
"226",2024,1,10,10,"13.3",1014.3,5,2.6,NA
"227",2024,1,10,11,"14.0",1013.4,5,0,NA
"228",2024,1,10,12,"15.0",1012.1,5,0.5,NA
"229",2024,1,10,13,"15.0",1011.4,5,5.1,NA
"230",2024,1,10,14,"14.9",1011.1,4,6.2,0
"231",2024,1,10,15,"14.3",1010.9,3,6.3,0
"232",2024,1,10,16,"13.9",1010.8,3,6.7,0
"233",2024,1,10,17,"13.9",1010.3,3,6.6,0
"234",2024,1,10,18,"13.8",1009.7,3,5.6,0
"235",2024,1,10,19,"13.3",1009.9,3,4.6,0
"236",2024,1,10,20,"12.7",1009.6,0,1.3,0
"237",2024,1,10,21,"11.6",1009.7,0,0.2,0
"238",2024,1,10,22,"11.1",1009.9,0,1.5,0
"239",2024,1,10,23,"11.1",1010,5,2.5,0
"240",2024,1,10,24,"11.1",1009.8,5,1.9,0
"241",2024,1,11,1,"11.1",1009.7,5,0,0
"242",2024,1,11,2,"11.2",1009.6,5,4.8,0
"243",2024,1,11,3,"12.2",1009,5,10,0
"244",2024,1,11,4,"12.2",1008.4,5,11.3,0
"245",2024,1,11,5,"12.1",1007.7,5,11.9,0
"246",2024,1,11,6,"11.1",1009.1,5,5,0
"247",2024,1,11,7,"11.1",1010.4,5,7.7,0
"248",2024,1,11,8,"11.2",1011.7,5,6.3,0
"249",2024,1,11,9,"12.3",1012.9,5,6.5,0
"250",2024,1,11,10,"13.3",1013.8,5,5.1,0
"251",2024,1,11,11,"14.5",1013.4,3,6,0
"252",2024,1,11,12,"15.8",1013,3,3.6,0
"253",2024,1,11,13,"17.2",1012.6,3,0,0
"254",2024,1,11,14,"17.2",1013,3,3.3,0
"255",2024,1,11,15,"17.0",1013.2,3,5.2,0
"256",2024,1,11,16,"15.6",1014,3,6.2,0
"257",2024,1,11,17,"13.9",1014.7,3,6.1,0
"258",2024,1,11,18,"13.8",1015.2,2,4.7,0
"259",2024,1,11,19,"12.8",1015.7,0,1.5,0
"260",2024,1,11,20,"12.7",1015.9,0,6.1,0
"261",2024,1,11,21,"12.1",1016.4,1,4.8,0
"262",2024,1,11,22,"11.7",1017.1,3,2.6,0
"263",2024,1,11,23,"12.1",1017.3,3,1.6,0
"264",2024,1,11,24,"11.4",1017.2,3,2.2,0
"265",2024,1,12,1,"8.9",1017.1,3,2.6,0
"266",2024,1,12,2,"8.2",1017.7,3,2,0
"267",2024,1,12,3,"7.1",1017.4,3,1.5,0
"268",2024,1,12,4,"6.7",1017.4,3,1.5,0
"269",2024,1,12,5,"6.6",1017.9,3,2.6,0
"270",2024,1,12,6,"5.9",1018.2,3,2.7,0
"271",2024,1,12,7,"7.8",1018.7,3,3.1,0
"272",2024,1,12,8,"8.6",1019.1,3,2.7,0
"273",2024,1,12,9,"10.9",1019.6,3,3,0
"274",2024,1,12,10,"12.8",1019.9,3,2.1,0
"275",2024,1,12,11,"14.5",1019.4,3,1.7,0
"276",2024,1,12,12,"15.6",1018.4,3,3.6,0
"277",2024,1,12,13,"15.6",1017.7,3,3.6,0
"278",2024,1,12,14,"15.5",1016.8,3,4.2,0
"279",2024,1,12,15,"14.9",1016.4,3,4.7,0
"280",2024,1,12,16,"13.9",1016.6,3,5.7,0
"281",2024,1,12,17,"12.7",1016.1,3,5.1,0
"282",2024,1,12,18,"12.2",1016.1,3,4.8,0
"283",2024,1,12,19,"12.2",1016.4,3,2.6,0
"284",2024,1,12,20,"12.1",1016.5,3,4,0
"285",2024,1,12,21,"11.1",1016.1,3,3.1,0
"286",2024,1,12,22,"11.1",1016.1,3,3.1,0
"287",2024,1,12,23,"10.1",1016,2,0.2,0
"288",2024,1,12,24,"10.5",1015.4,0,2,0
"289",2024,1,13,1,"9.4",1015.3,3,1.5,0
"290",2024,1,13,2,"8.2",1015.3,5,2,0
"291",2024,1,13,3,"7.2",1014.9,5,1.3,0
"292",2024,1,13,4,"7.2",1014.7,5,0,0
"293",2024,1,13,5,"7.7",1014.8,5,2.2,0
"294",2024,1,13,6,"7.3",1015.1,4,2.5,0
"295",2024,1,13,7,"8.3",1015.4,3,1.5,0
"296",2024,1,13,8,"8.6",1015.8,3,2.2,0
"297",2024,1,13,9,"10.9",1016.2,5,2.5,0
"298",2024,1,13,10,"12.8",1016.8,5,2.1,0
"299",2024,1,13,11,"15.0",1015.9,5,1.3,0
"300",2024,1,13,12,"15.1",1015.2,5,0.5,0
"301",2024,1,13,13,"15.6",1014.3,5,4.6,0
"302",2024,1,13,14,"14.9",1014.4,5,5,0
"303",2024,1,13,15,"14.3",1014.4,5,4.5,0
"304",2024,1,13,16,"13.9",1014.3,5,3.6,0
"305",2024,1,13,17,"13.2",1014.8,5,3.5,0
"306",2024,1,13,18,"12.8",1014.9,4,3,0
"307",2024,1,13,19,"12.8",1014.8,3,2.1,0
"308",2024,1,13,20,"12.1",1014.8,3,0,0
"309",2024,1,13,21,"11.7",1014.7,3,0,0
"310",2024,1,13,22,"11.7",1014.9,3,0,0
"311",2024,1,13,23,"10.7",1014.3,3,0.2,0
"312",2024,1,13,24,"11.0",1014.2,3,1.6,0
"313",2024,1,14,1,"10.0",1013.8,3,2.1,0
"314",2024,1,14,2,"9.3",1013.9,5,1.5,0
"315",2024,1,14,3,"8.8",1013.7,5,1.6,0
"316",2024,1,14,4,"8.3",1013.1,5,2.1,0
"317",2024,1,14,5,"7.9",1013.3,5,2.1,0
"318",2024,1,14,6,"8.4",1013.4,6,2,0
"319",2024,1,14,7,"8.9",1013.8,8,1.5,0
"320",2024,1,14,8,"9.7",1014.3,8,2,0
"321",2024,1,14,9,"11.8",1014.8,8,1.7,0
"322",2024,1,14,10,"12.8",1015.2,8,3.1,0
"323",2024,1,14,11,"13.9",1014.8,6,2,0
"324",2024,1,14,12,"15.0",1013.9,5,3.5,0
"325",2024,1,14,13,"15.0",1013.2,5,2.6,0
"326",2024,1,14,14,"15.0",1012.8,5,2.6,0
"327",2024,1,14,15,"14.9",1012.3,5,2.7,0
"328",2024,1,14,16,"14.4",1012.6,5,3.1,0
"329",2024,1,14,17,"13.3",1013,6,3.6,0
"330",2024,1,14,18,"13.2",1013,7,3.4,0
"331",2024,1,14,19,"12.8",1013.4,8,2.1,0
"332",2024,1,14,20,"12.7",1013.9,6,2,0
"333",2024,1,14,21,"12.1",1014.1,4,1.6,0
"334",2024,1,14,22,"11.7",1014.3,3,2.6,0
"335",2024,1,14,23,"10.7",1014.3,3,3,0
"336",2024,1,14,24,"11.6",1014,3,2.3,0
"337",2024,1,15,1,"10.6",1014.2,3,0,0
"338",2024,1,15,2,"9.9",1014.3,3,0.2,0
"339",2024,1,15,3,"9.2",1014,3,1.3,0
"340",2024,1,15,4,"7.8",1013.6,3,0,0
"341",2024,1,15,5,"8.4",1013.5,5,1.9,0
"342",2024,1,15,6,"9.0",1013.7,6,0,0
"343",2024,1,15,7,"9.4",1014.3,8,0,0
"344",2024,1,15,8,"11.2",1014.6,8,1.5,0
"345",2024,1,15,9,"12.5",1015.1,8,1.6,0
"346",2024,1,15,10,"14.4",1015.2,8,2.6,0
"347",2024,1,15,11,"15.7",1015.1,8,0.5,0
"348",2024,1,15,12,"16.0",1014.4,8,4.1,0
"349",2024,1,15,13,"15.6",1013.7,8,4.1,0
"350",2024,1,15,14,"15.5",1013.1,6,4.2,0
"351",2024,1,15,15,"14.9",1013.3,5,4.7,0
"352",2024,1,15,16,"14.4",1013.6,5,5.1,0
"353",2024,1,15,17,"13.2",1013.8,4,4.6,0
"354",2024,1,15,18,"12.8",1014.1,3,4.5,0
"355",2024,1,15,19,"12.8",1014.7,3,3.6,0
"356",2024,1,15,20,"12.3",1014.9,4,2.5,0
"357",2024,1,15,21,"12.7",1014.9,5,1.3,0
"358",2024,1,15,22,"12.2",1014.8,8,0,0
"359",2024,1,15,23,"11.8",1014.8,8,1.3,0
"360",2024,1,15,24,"12.1",1014.7,8,0,0
"361",2024,1,16,1,"11.7",1014.6,8,0,0
"362",2024,1,16,2,"11.1",1014.6,5,1.3,0
"363",2024,1,16,3,"11.0",1014.4,5,0,0
"364",2024,1,16,4,"10.6",1014.5,8,0,0
"365",2024,1,16,5,"9.4",1014.3,6,0,0
"366",2024,1,16,6,"9.5",1014.4,5,0,0
"367",2024,1,16,7,"10.0",1014.9,5,0,0
"368",2024,1,16,8,"10.8",1015.3,5,1.5,0
"369",2024,1,16,9,"12.5",1015.7,5,1.3,0
"370",2024,1,16,10,"14.4",1016.3,5,0,0
"371",2024,1,16,11,"16.0",1015.6,6,0.6,0
"372",2024,1,16,12,"15.7",1015,7,5,0
"373",2024,1,16,13,"16.7",1014,8,4.6,0
"374",2024,1,16,14,"15.5",1013.9,6,6.3,0
"375",2024,1,16,15,"14.9",1014,5,6.6,0
"376",2024,1,16,16,"13.9",1013.8,5,5.7,0
"377",2024,1,16,17,"13.7",1013.9,5,6,0
"378",2024,1,16,18,"13.8",1014.1,6,4.6,0
"379",2024,1,16,19,"13.3",1014.3,8,4.6,0
"380",2024,1,16,20,"12.8",1014.2,3,2.4,0
"381",2024,1,16,21,"13.0",1014.4,4,1.9,0
"382",2024,1,16,22,"13.3",1014.4,8,0,0
"383",2024,1,16,23,"13.3",1014.4,8,1.3,0
"384",2024,1,16,24,"13.2",1014.2,9,0.2,0
"385",2024,1,17,1,"12.8",1014.2,10,2.1,0
"386",2024,1,17,2,"12.9",1014.1,10,1.9,0
"387",2024,1,17,3,"13.2",1013.8,10,0.2,0
"388",2024,1,17,4,"12.8",1013.4,10,2.1,0
"389",2024,1,17,5,"12.8",1013.3,10,2.1,0
"390",2024,1,17,6,"12.8",1013.3,10,2,0
"391",2024,1,17,7,"12.8",1013.1,10,2.6,0
"392",2024,1,17,8,"13.4",1013,10,2.7,0
"393",2024,1,17,9,"13.9",1014.1,10,0.2,0
"394",2024,1,17,10,"13.9",1014.6,10,2.1,0
"395",2024,1,17,11,"14.3",1014.7,10,0,0
"396",2024,1,17,12,"14.0",1014,10,0.3,0
"397",2024,1,17,13,"14.4",1013.2,10,2.6,0
"398",2024,1,17,14,"14.4",1013,10,1.6,0
"399",2024,1,17,15,"14.5",1013.1,10,2.3,0
"400",2024,1,17,16,"15.0",1012.7,10,0,0
"401",2024,1,17,17,"14.3",1013.2,7,2.7,0
"402",2024,1,17,18,"13.3",1013.7,5,2.9,0
"403",2024,1,17,19,"13.9",1014.2,10,0,0
"404",2024,1,17,20,"13.5",1014.4,10,1.5,0
"405",2024,1,17,21,"13.4",1014.5,10,2.5,0
"406",2024,1,17,22,"13.9",1014.7,10,2.1,0
"407",2024,1,17,23,"14.0",1015,10,2.1,0
"408",2024,1,17,24,"14.3",1015,10,2.1,0
"409",2024,1,18,1,"13.9",1014.9,10,2.1,0
"410",2024,1,18,2,"12.8",1014.9,5,2.5,0
"411",2024,1,18,3,"12.7",1014.8,6,1.6,0
"412",2024,1,18,4,"12.2",1014.5,8,2.1,0
"413",2024,1,18,5,"12.2",1014.6,8,1.5,0
"414",2024,1,18,6,"12.3",1015,9,2,0
"415",2024,1,18,7,"13.3",1015.9,10,1.5,0
"416",2024,1,18,8,"13.0",1016.2,7,2.1,0
"417",2024,1,18,9,"14.6",1016.1,4,2.1,0
"418",2024,1,18,10,"16.1",1016.5,3,2.1,0
"419",2024,1,18,11,"17.3",1015.9,5,2.5,0
"420",2024,1,18,12,"18.2",1014.9,6,1.9,0
"421",2024,1,18,13,"17.2",1014.3,8,5.1,0
"422",2024,1,18,14,"17.0",1014.2,8,4.6,0
"423",2024,1,18,15,"15.6",1014.1,9,4.5,0
"424",2024,1,18,16,"15.6",1014,10,3.6,0
"425",2024,1,18,17,"14.4",1014.2,10,4.5,0
"426",2024,1,18,18,"14.3",1014.5,10,3.2,0
"427",2024,1,18,19,"13.9",1014.5,10,0,0
"428",2024,1,18,20,"14.0",1014.3,9,0.2,0
"429",2024,1,18,21,"14.4",1014.7,8,2.2,0
"430",2024,1,18,22,"14.4",1014.7,8,2.6,0
"431",2024,1,18,23,"13.3",1014.7,5,3,0
"432",2024,1,18,24,"13.2",1014.4,6,1.9,0
"433",2024,1,19,1,"12.8",1014.2,8,0,0
"434",2024,1,19,2,"12.2",1014,8,0.2,0
"435",2024,1,19,3,"12.2",1013.7,8,1,0
"436",2024,1,19,4,"12.8",1013,8,1.5,0
"437",2024,1,19,5,"11.8",1012.8,8,1.9,0
"438",2024,1,19,6,"12.2",1013.3,9,0.2,0
"439",2024,1,19,7,"12.2",1013.4,10,2.1,0
"440",2024,1,19,8,"12.0",1013.3,10,3,0
"441",2024,1,19,9,"14.0",1014,10,2.6,0
"442",2024,1,19,10,"15.0",1015,10,2.6,0
"443",2024,1,19,11,"14.6",1015.1,9,5.9,0
"444",2024,1,19,12,"16.4",1013.2,8,0.3,0
"445",2024,1,19,13,"18.9",1011.5,8,2.6,0
"446",2024,1,19,14,"19.1",1010.8,8,2.8,0
"447",2024,1,19,15,"17.0",1011.1,8,4.2,0
"448",2024,1,19,16,"15.6",1010.8,8,4.6,0
"449",2024,1,19,17,"14.4",1011.2,8,4.9,0
"450",2024,1,19,18,"14.4",1011.5,8,4,0
"451",2024,1,19,19,"14.4",1011.4,8,3.1,0
"452",2024,1,19,20,"14.4",1011.6,8,3.5,0
"453",2024,1,19,21,"14.5",1011.6,9,2.5,0
"454",2024,1,19,22,"15.0",1011.6,10,1.5,0
"455",2024,1,19,23,"14.4",1010.9,10,0.3,0
"456",2024,1,19,24,"14.3",1010.4,10,2.6,0
"457",2024,1,20,1,"13.9",1010.5,10,2.6,0
"458",2024,1,20,2,"13.9",1010.6,10,2.2,0
"459",2024,1,20,3,"13.9",1010.6,10,3.1,0
"460",2024,1,20,4,"13.9",1009.6,10,3.1,0
"461",2024,1,20,5,"13.3",1009.5,9,1.6,0
"462",2024,1,20,6,"13.2",1009.5,8,2.2,0
"463",2024,1,20,7,"12.8",1009.7,8,3.1,0
"464",2024,1,20,8,"13.5",1009.8,8,3.4,2
"465",2024,1,20,9,"13.9",1010.3,9,4.4,0
"466",2024,1,20,10,"13.9",1010.8,10,2.6,13
"467",2024,1,20,11,"13.9",1010.5,10,3.3,3
"468",2024,1,20,12,"13.8",1009.8,10,3.3,0
"469",2024,1,20,13,"13.3",1008.4,10,6.7,0
"470",2024,1,20,14,"13.3",1008.4,10,4.6,0
